frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
2029,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461092.jpg,6,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0
2030,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461098.jpg,6,5,5,4,5,5,4,5,5,4,5,5,3,5,5,3,5,5,3,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0
2031,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461105.jpg,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
2032,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461111.jpg,6,5,5,4,5,5,4,5,5,5,5,5,3,5,5,3,5,5,4,6,5,3,6,5,3,6,5,3,6,5,3,6,5,3,6,5,3,0,0,0,0,0,0,0,0,0
2033,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461118.jpg,6,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,0,0,0,0,0,0,0,0,0
2034,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461124.jpg,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
2035,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461131.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2036,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461137.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461143.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461149.jpg,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,0,0,0,0,0,0,0,0,0
2039,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15461333.jpg,4,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
2040,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15464905.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15465132.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15465138.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15465209.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15466248.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15466257.jpg,3,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0
2046,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15466263.jpg,4,4,4,2,4,4,2,4,4,3,4,4,2,4,4,2,4,4,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0
2047,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15466269.jpg,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2048,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15466784.jpg,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
2049,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15467223.jpg,8,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
2050,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15467230.jpg,9,7,6,6,7,6,6,7,6,6,7,5,5,7,5,5,7,5,5,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,0,0,0,0,0,0,0,0,0
2051,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15469719.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15469725.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2053,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15469733.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15469739.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15469745.jpg,2,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2056,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15472280.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2057,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15472768.jpg,12,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0
2058,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15474499.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15474509.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15474742.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15474748.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15476798.jpg,5,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2063,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15481077.jpg,8,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
2064,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15482000.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15482011.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2066,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15482538.jpg,5,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
2067,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15482960.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485659.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485669.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485675.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485681.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485856.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485862.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485869.jpg,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
2075,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15485875.jpg,4,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
2076,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15486095.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
2077,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15486102.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2078,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15486108.jpg,7,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,0,0,0,0,0,0,0,0,0
2079,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500455.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2080,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500461.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500883.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2082,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500890.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2083,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500897.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500903.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2085,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500969.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2086,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500975.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2087,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500981.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2088,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500988.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2089,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15500994.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2090,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15501000.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2091,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15501006.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2092,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15501018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15501024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15501061.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15649631.jpg,1,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0
2096,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650275.jpg,6,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,0,0,0,0,0,0,0,0,0
2097,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650281.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650287.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650293.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2100,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650364.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650371.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650377.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650383.jpg,8,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
2104,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15650389.jpg,8,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2105,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651000.jpg,11,11,10,8,11,10,8,11,10,8,11,10,8,11,10,8,11,10,8,10,10,8,10,10,8,10,10,8,10,10,8,10,10,8,10,10,8,0,0,0,0,0,0,0,0,0
2106,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651006.jpg,10,11,9,7,11,9,7,11,9,7,11,9,7,11,9,7,11,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,0,0,0,0,0,0,0,0,0
2107,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651372.jpg,8,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,8,7,5,0,0,0,0,0,0,0,0,0
2108,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651393.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
2109,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651400.jpg,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
2110,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651406.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2111,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15651412.jpg,5,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
2112,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15667851.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15667857.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15667863.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15667869.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15667876.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668222.jpg,2,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2118,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668477.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
2119,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668486.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668492.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668498.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
2122,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15668526.jpg,5,4,4,3,4,4,3,4,4,3,4,4,2,4,4,2,4,4,2,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,0,0,0,0,0,0,0,0,0
2123,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15670161.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15670167.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2125,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15670173.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
